北京,北京市,010
上海,上海市,021
天津,天津市,022
重庆,重庆市,023
河北,邯郸市,0310
河北,石家庄,0311
河北,保定市,0312
河北,张家口,0313
河北,承德市,0314
河北,唐山市,0315
河北,廊坊市,0316
河北,沧州市,0317
河北,衡水市,0318
河北,邢台市,0319
河北,秦皇岛,0335
浙江,衢州市,0570
浙江,杭州市,0571
浙江,湖州市,0572
浙江,嘉兴市,0573
浙江,宁波市,0574
浙江,绍兴市,0575
浙江,台州市,0576
浙江,温州市,0577
浙江,丽水市,0578
浙江,金华市,0579
浙江,舟山市,0580
辽宁,沈阳市,024
辽宁,铁岭市,0410
辽宁,大连市,0411
辽宁,鞍山市,0412
辽宁,抚顺市,0413
辽宁,本溪市,0414
辽宁,丹东市,0415
辽宁,锦州市,0416
辽宁,营口市,0417
辽宁,阜新市,0418
辽宁,辽阳市,0419
辽宁,朝阳市,0421
辽宁,盘锦市,0427
辽宁,葫芦岛,0429
辽宁,铁法市,0410
辽宁,锦西市,0429
辽宁,长海市,011
辽宁,兴城市,0429
辽宁,海城市,0412
辽宁,北票市,0421
辽宁,盘锦市,0427
辽宁,瓦房店市,0411
湖北,武汉市,027
湖北,襄城市|襄阳,0710
湖北,鄂州市,0711
湖北,孝感市,0712
湖北,黄冈市,0713
湖北,黄石市,0714
湖北,咸宁市,0715
湖北,荆沙市|荆州,0716
湖北,宜昌市,0717
湖北,恩施市,0718
湖北,十堰市,0719
湖北,随州市,0722
湖北,荆门市,0724
湖北,江汉市,0728
湖北,天门市,0728
江苏,南京市,025
江苏,无锡市,0510
江苏,镇江市,0511
江苏,苏州市,0512
江苏,南通市,0513
江苏,扬州市,0514
江苏,盐城市|建湖,0515
江苏,徐州市,0516
江苏,淮阴市,0517
江苏,淮安市,0517
江苏,连云港,0518
江苏,常州市,0519
江苏,泰州市,0523
江苏,宿迁市,0527
内蒙古,呼伦贝尔,0470
内蒙古,呼和浩特,0471
内蒙古,包头市,0472
内蒙古,乌海市,0473
内蒙古,乌兰察布,0474
内蒙古,通辽市,0475
内蒙古,赤峰市,0476
内蒙古,鄂尔多斯,0477
内蒙古,巴彦卓尔|巴彦淖尔,0478
内蒙古,锡林郭勒,0479
内蒙古,乌兰浩特|兴安盟,0482
内蒙古,阿拉善左旗|阿拉善盟,0483
江西,新余市,0790
江西,南昌市,0791
江西,九江市,0792
江西,上饶市,0793
江西,抚州市,0794
江西,宜春市,0795
江西,吉安市,0796
江西,赣州市,0797
江西,景德镇,0798
江西,萍乡市,0799
江西,鹰潭市,0701
山西,忻州市,0350
山西,太原市,0351
山西,大同市,0352
山西,阳泉市,0353
山西,晋中市,0354
山西,长治市,0355
山西,晋城市,0356
山西,临汾市,0357
山西,吕梁,0358
山西,运城市,0359
山西,朔州,0349
甘肃,临夏市,0930
甘肃,兰州市,0931
甘肃,定西市,0932
甘肃,平凉市,0933
甘肃,庆阳|西峰市,0934
甘肃,武威市|金昌,0935
甘肃,张掖市,0936
甘肃,酒泉市|嘉峪关,0937
甘肃,天水市,0938
甘肃,甘南州,0941
甘肃,白银市,0943
甘肃,陇南市,0939
山东,菏泽市,0530
山东,济南市,0531
山东,青岛市,0532
山东,淄博市,0533
山东,德州市,0534
山东,烟台市,0535
山东,潍坊市,0536
山东,济宁市,0537
山东,泰安市,0538
山东,临沂市,0539
山东,聊城市,0635
山东,枣庄市,0632
山东,莱芜市,0634
山东,滨州市,0543
山东,东营市,0546
山东,威海市,0631
山东,日照市,0633
黑龙江,阿城市,0450
黑龙江,哈尔滨,0451
黑龙江,齐齐哈尔,0452
黑龙江,牡丹江,0453
黑龙江,佳木斯,0454
黑龙江,绥化市,0455
黑龙江,黑河市,0456
黑龙江,加格达奇|大兴安岭,0457
黑龙江,伊春市,0458
黑龙江,大庆市,0459
黑龙江,鸡西市,0467
黑龙江,七台河市,0464
黑龙江,双鸭山,0469
黑龙江,鹤岗,0468
福建,福州市,0591
福建,厦门市,0592
福建,宁德市,0593
福建,莆田市,0594
福建,泉州市,0595
福建,晋江市,0595
福建,漳州市,0596
福建,龙岩市,0597
福建,三明市,0598
福建,南平市,0599
广东,广州市,020
广东,韶关市,0751
广东,惠州市,0752
广东,梅州市,0753
广东,汕头市,0754
广东,深圳市,0755
广东,珠海市,0756
广东,佛山市,0757
广东,肇庆市,0758
广东,湛江市,0759
广东,中山市,0760
广东,河源市,0762
广东,清远市,0763
广东,顺德市,0765
广东,云浮市,0766
广东,潮州市,0768
广东,东莞市,0769
广东,汕尾市,0660
广东,潮阳市,0661
广东,阳江市,0662
广东,揭阳市,0663
广东,江门市,0750
广东,茂名市,0668
四川,成都市|眉山|资阳,028
四川,涪陵市,0810
四川,重庆市,0811
四川,攀枝花,0812
四川,自贡市,0813
四川,永川市,0814
四川,绵阳市,0816
四川,南充市,0817
四川,达县市|达州,0818
四川,万县市,0819
四川,遂宁市,0825
四川,广安市,0826
四川,巴中市,0827
四川,泸州市,0830
四川,宜宾市,0831
四川,内江市,0832
四川,乐山市,0833
四川,西昌市|凉山,0834
四川,雅安市,0835
四川,康定市|甘孜,0836
四川,马尔康|阿坝,0837
四川,德阳市,0838
四川,广元市,0839
四川,泸州市,0840
湖南,岳阳市,0730
湖南,长沙市|株洲,0731
湖南,湘潭市,0732
湖南,株州市,0733
湖南,衡阳市,0734
湖南,郴州市,0735
湖南,常德市,0736
湖南,益阳市,0737
湖南,娄底市,0738
湖南,邵阳市,0739
湖南,吉首市|湘西,0743
湖南,张家界,0744
湖南,怀化市,0745
湖南,永州冷,0746
河南,商丘市,0370
河南,郑州市,0371
河南,安阳市,0372
河南,新乡市,0373
河南,许昌市,0374
河南,平顶山,0375
河南,信阳市|潢川,0376
河南,南阳市,0377
河南,开封市,0378
河南,洛阳市,0379
河南,焦作市,0391
河南,鹤壁市,0392
河南,濮阳市,0393
河南,周口市,0394
河南,漯河市,0395
河南,驻马店,0396
河南,三门峡,0398
云南,昭通市,0870
云南,昆明市,0871
云南,大理市,0872
云南,个旧市红河,0873
云南,曲靖市,0874
云南,保山市,0875
云南,文山市,0876
云南,玉溪市,0877
云南,楚雄市,0878
云南,思茅市|普洱,0879
云南,景洪市|西双版纳,0691
云南,潞西市|德宏,0692
云南,东川市,0881
云南,临沧市,0883
云南,六库市|怒江,0886
云南,中甸市|迪庆,0887
云南,丽江市,0888
安徽,滁州市,0550
安徽,合肥市,0551
安徽,蚌埠市,0552
安徽,芜湖市,0553
安徽,淮南市,0554
安徽,马鞍山,0555
安徽,安庆市,0556
安徽,宿州市,0557
安徽,阜阳市|亳州,0558
安徽,黄山市,0559
安徽,淮北市,0561
安徽,铜陵市,0562
安徽,宣城市,0563
安徽,六安市,0564
安徽,巢湖市,0565
安徽,池州市,0566
宁夏,银川市,0951
宁夏,石嘴山,0952
宁夏,吴忠市,0953
宁夏,固原市,0954
宁夏,中卫市,0955
吉林,长春市,0431
吉林,吉林市,0432
吉林,延吉市|延边,0433
吉林,四平市,0434
吉林,通化市|梅河口,0435
吉林,白城市,0436
吉林,辽源市,0437
吉林,松原市,0438
吉林,浑江市|白山,0439
吉林,珲春市,0440
广西,防城港,0770
广西,南宁市,0771
广西,柳州市,0772
广西,桂林市,0773
广西,梧州市,0774
广西,玉林市,0775
广西,百色市,0776
广西,钦州市,0777
广西,河池市,0778
广西,北海市,0779
贵州,贵阳市,0851
贵州,遵义市,0852
贵州,安顺市,0853
贵州,都均市|黔南,0854
贵州,凯里市|黔东南,0855
贵州,铜仁市,0856
贵州,毕节市,0857
贵州,六盘水,0858
贵州,兴义市|黔西南,0859
陕西,西安市,029
陕西,咸阳市,0910
陕西,延安市,0911
陕西,榆林市,0912
陕西,渭南市,0913
陕西,商洛市,0914
陕西,安康市,0915
陕西,汉中市,0916
陕西,宝鸡市,0917
陕西,铜川市,0919
青海,西宁市,0971
青海,海东市|海东州,0972
青海,黄南|同仁市,0973
青海,海南州|共和市,0974
青海,果洛|玛沁市,0975
青海,玉树市,0976
青海,德令哈,0977
青海,格尔木|海西,0979
青海,海北,0970
青海,门源,0978
海南,儋州市,0890
海南,海口市,0898
海南,三亚市,0899
西藏,拉萨市,0891
西藏,日喀则,0892
西藏,山南市,0893
西藏,昌都,0895
西藏,那曲,0896
西藏,林芝,0894
西藏,阿里,0897
新疆,乌鲁木齐,0991
新疆,石河子,0993
新疆,博尔塔拉|博州,0909
新疆,塔城,0901
新疆,阿勒泰,0906
新疆,哈密,0902
新疆,阿克苏,0997
新疆,克孜勒苏柯尔克孜自治州|克州|阿图什,0908
新疆,昌吉,0994
新疆,奎屯,0992
新疆,克拉玛依,0990
新疆,伊犁,0999
新疆,吐鲁番,0995
新疆,巴州|巴音郭楞,0996
新疆,喀什,0998
新疆,和田,0903
